;num_a;num_b;num_c;num_ç;num_d;num_e;num_f;num_g;num_h;num_i;num_j;num_k;num_l;num_m;num_n;num_ñ;num_o;num_p;num_q;num_r;num_s;num_t;num_u;num_v;num_w;num_x;num_y;num_z;num_sch;num_ch;num_sh;num_gn;num_esszett;num_ssh;num_ix;num_ll;num_œ;num_à;num_á;num_â;num_ä;num_è;num_é;num_ê;num_ë;num_ì;num_í;num_î;num_ï;num_ò;num_ó;num_ô;num_ö;num_ù;num_ú;num_û;num_ü;num_consonants;num_vowels;num_triple_vowels;num_triple_consonants;num_capital;max_length_word;mean_length_words;diacritic_count;ratio_vowels_consonants;mean_vowel_per_word;phrase
15;11;1;7;0;1;18;1;1;1;9;1;0;10;4;9;0;5;1;1;5;8;9;12;3;0;1;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;67;1;0;5;11;3.9393939393939394;2;0.8507462686567164;0.3496932515337423;Coucherez vous à San Julian ? » Fabien sourit : le ciel était calme comme un aquarium et toutes les escales , devant eux , leur signalaient : « Ciel pur, vent nul
16;0;0;1;0;1;1;0;0;0;3;0;0;1;0;4;0;3;1;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;13;0;0;2;12;4.166666666666667;1;0.6923076923076923;0.28125;» Il répondit : « Continuerons 
17;14;2;2;0;6;23;1;3;0;13;0;0;11;4;12;0;6;6;3;15;14;19;10;1;0;0;0;0;0;0;0;1;0;0;0;3;0;1;0;1;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;73;103;1;4;1;11;4.261904761904762;7;0.7087378640776699;0.33031674208144796;» Mais le radio pensait que des orages s ’étaient installés quelque part , comme des vers s ’installent dans un fruit | la nuit serait belle et pourtant gâtée : il lui répugnait d ’entrer dans cette ombre prête à pourrir
18;7;1;1;0;2;8;1;0;0;4;1;0;3;1;8;0;1;0;0;3;6;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;32;0;0;4;10;4.384615384615385;0;0.75;0.3380281690140845;En descendant moteur au ralenti sur San Julian , Fabien se sentit las 
19;8;1;3;0;5;15;2;1;1;8;0;0;6;4;3;0;5;2;1;8;13;6;7;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;59;0;1;1;11;4.375;1;0.7457627118644068;0.3384615384615385;Tout ce qui fait douce la vie des hommes grandissait vers lui : leurs maisons, leurs petits cafés , les arbres de leur promenade 
20;4;4;4;0;4;20;0;0;4;5;0;0;7;5;6;0;6;2;3;8;11;6;9;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;49;66;0;3;1;10;4.407407407407407;5;0.7424242424242424;0.3333333333333333;Il était semblable à un conquérant , au soir de ses conquêtes, qui se penche sur les terres de l ’empire, et découvre l’humble bonheur des hommes 
21;12;4;3;0;8;28;2;1;2;15;0;0;5;8;8;0;8;3;1;16;21;8;9;2;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;77;95;0;1;1;12;4.702702702702703;5;0.8105263157894737;0.3632075471698113;Fabien avait besoin de déposer les armes, de ressentir sa lourdeur et ses courbatures, on est riche aussi de ses misères, et d’être ici un homme simple , qui regarde par la fenêtre une vision désormais immuable 
22;7;0;7;0;3;15;0;1;2;8;0;0;6;2;7;0;6;3;0;4;7;7;4;2;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;43;54;0;0;1;9;3.96;3;0.7962962962962963;0.344;Ce v illage minuscule , il l’eût accepté : après avoir choisi on se contente du hasard de son existence et on peut l ’aimer 
23;1;1;1;0;0;2;0;0;0;1;0;0;2;3;1;0;4;0;0;2;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;12;0;0;1;6;3.8333333333333335;0;0.8333333333333334;0.3333333333333333;Il vous borne comme l ’amour 
24;9;2;4;0;9;28;1;1;2;20;1;0;12;3;9;0;4;4;1;16;14;13;8;7;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;1;0;1;0;76;101;2;4;1;10;4.133333333333334;7;0.7524752475247525;0.3261802575107296;Fabien eût désiré vivre ici longtemps , –  – prendre sa part ici d ’éternité, car les petites villes , où il vivait une heure, et les jardins clos de vieux murs , qu’il traversait , lui semblaient éternels de durer en dehors de lui 
25;4;0;0;0;0;7;0;2;0;5;0;0;5;1;1;0;2;1;1;3;3;5;3;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;27;0;0;1;8;4.166666666666667;1;0.8148148148148148;0.3492063492063492;Et le village montait vers l’ équipage et vers lui s ’ouvrait 
26;8;2;2;0;2;15;2;0;1;12;0;0;6;3;9;0;3;6;1;4;9;12;5;1;0;2;0;0;0;1;0;0;0;0;0;1;0;2;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;64;0;3;2;12;4.407407407407407;6;0.765625;0.3356164383561644;Et Fabien pensait aux amitiés , aux filles tendres , à l’intimité des nappes blanch es, à tout ce qui , lentement , s’apprivoise pour l’ éternité
27;9;0;1;0;4;15;1;2;0;5;2;0;9;3;4;0;2;2;1;7;11;7;6;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;57;2;2;1;12;4.3478260869565215;6;0.7543859649122807;0.3467741935483871;Et le village coulait déjà au ras des ailes , étalant le mystère de ses jardins fermés que leurs murs ne protégeaient plus 
28;8;1;0;0;1;14;1;0;1;9;0;0;5;6;8;0;3;2;3;7;7;7;7;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;53;0;0;2;9;4.304347826086956;0;0.7735849056603774;0.3333333333333333;Mais Fabien , ayant atterri , sut qu ’il n’avait rien vu , sinon le mouvement lent de quelques hommes parmi leurs pierres 
29;11;1;7;0;4;17;3;2;0;11;0;0;12;2;6;0;7;3;1;9;10;6;7;2;0;0;0;0;0;0;0;0;0;1;0;3;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;58;72;0;0;1;10;4.225806451612903;5;0.8055555555555556;0.3558282208588957;Ce village défendait , par sa seule immobilité , le secret de ses passions , ce village refusait sa douceur : il eût fallu renoncer à l’ action pour la conquérir 
30;4;1;2;0;4;8;2;0;0;4;0;0;3;1;4;0;1;1;1;4;4;4;5;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;33;0;0;2;8;4.833333333333333;2;0.7272727272727273;0.34285714285714286;Quand les dix minutes d ’escale furent écoul ées, Fabien dut repartir
31;8;0;1;0;4;15;1;1;0;14;1;0;8;1;8;0;6;7;2;8;14;6;11;1;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;66;0;0;3;9;3.8529411764705883;6;0.9090909090909091;0.3614457831325301;Il se retourna vers San Julian : ce n ’était plus qu ’une poignée de lumières , puis d ’étoiles , puis se dissipa la poussière qui, pour la dernière fois , le tenta 
32;3;0;1;0;1;4;0;0;0;1;2;0;4;1;2;0;1;1;0;1;4;0;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;19;0;0;1;8;3.5555555555555554;0;0.5789473684210527;0.2619047619047619;« Je ne vois plus les cadrans : j’allume 
33;10;1;7;0;3;25;0;3;1;10;0;0;17;4;7;0;6;2;1;9;14;7;10;2;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;81;2;1;1;9;4.709677419354839;4;0.8024691358024691;0.3651685393258427;» Il toucha les contacts , mais les lampes rouges de la carlingue versèrent vers les aiguilles une lumière encore si diluée dans cette lumière bleue qu’elle ne les colorait pas 
34;4;0;0;0;3;10;0;2;0;5;0;0;3;1;5;0;3;3;0;1;8;6;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;34;0;2;1;10;4.285714285714286;2;0.7647058823529411;0.3466666666666667;Il passa les doigts devant une ampoule : ses doigts se teintèrent à peine 
35;6;2;1;0;1;8;1;0;0;4;1;0;7;4;4;0;4;2;0;3;3;7;4;1;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;39;0;2;1;8;4.4375;5;0.7948717948717948;0.3522727272727273;» Pourtant la nuit montait , pareille à une fumée sombre, et déjà comblait les vallées 
36;2;0;2;0;2;5;0;1;0;5;0;0;4;0;4;0;1;2;0;0;5;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;23;1;0;1;11;4.625;0;0.6521739130434783;0.32608695652173914;On ne distinguait plus celles ci des plaines 
37;6;0;2;0;2;8;0;1;0;5;1;0;7;0;6;0;4;2;0;4;7;7;2;1;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;42;2;1;1;14;5.916666666666667;4;0.6904761904761905;0.34523809523809523;Déjà pourtant s ’éclairaient les villages , et leurs constellations se répondaient 
38;6;0;1;0;4;6;2;3;0;10;0;0;4;0;3;0;4;2;0;2;7;5;5;1;0;2;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;39;0;0;1;8;4.176470588235294;1;0.8205128205128205;0.3595505617977528;Et lui aussi, du doigt , faisait cligner ses feux de position , répon dait aux villages 
39;11;0;2;0;2;15;1;0;2;8;0;0;8;6;11;0;5;3;2;6;6;8;9;1;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;61;0;0;1;9;4.296296296296297;3;0.8360655737704918;0.3541666666666667;La terre était tendue d’appels lumineux , chaque maison allumant son étoile , face à l’immense nuit , ainsi qu ’on tourne un phare vers la mer 
40;3;0;3;0;1;4;0;0;1;7;1;0;2;1;3;0;2;0;1;1;1;5;5;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;23;0;0;1;11;5.0;2;1.0;0.41818181818181815;Tout ce qui couvrait une vie humaine déjà scintillait 
41;6;2;2;0;3;18;3;0;0;5;0;0;5;3;8;0;2;0;1;4;3;9;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;37;44;0;2;1;8;3.4;3;0.8409090909090909;0.3333333333333333;Fabien admirait –  – que l ’entrée dans la nuit se fî t cette fois , comme une entrée en rade , lente et belle
42;4;0;1;0;1;3;1;1;0;3;0;0;3;0;3;0;1;0;0;1;2;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;14;16;1;0;1;9;4.285714285714286;1;0.875;0.3684210526315789;Il enfouit sa tête dans la carlingue 
43;3;0;1;1;2;5;0;1;0;5;0;0;4;3;1;0;1;0;0;2;2;1;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;19;0;0;1;10;5.142857142857143;1;0.9473684210526315;0.4090909090909091;Le radium des aiguilles commençait à luire 
44;3;0;2;0;1;7;4;0;1;4;0;0;4;0;3;0;2;2;0;4;3;6;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;32;0;1;1;8;4.5;2;0.65625;0.31343283582089554;L’un après l ’autre le pilote vérifia des chiffres et fut content 
45;3;0;2;0;3;5;0;0;0;5;0;0;4;1;2;0;2;0;0;1;6;2;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;23;0;0;1;10;3.9;1;0.7391304347826086;0.3469387755102041;Il se dé couvrait solidement assis dans l e ciel
46;10;1;1;0;4;12;2;2;0;11;0;0;9;3;6;0;3;1;0;6;6;8;4;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;54;0;1;1;9;3.8076923076923075;2;0.7777777777777778;0.3333333333333333;Il effleura du doigt un longeron d ’acier , et sentit dans le métal ruisseler la vie : le métal ne vibrait pas , mais vivait 
47;13;0;7;0;4;12;1;2;3;7;0;0;4;2;9;0;4;0;2;7;7;8;8;2;0;2;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;47;63;2;1;1;9;4.5;3;0.746031746031746;0.3533834586466165;Les cinq cents chevaux du moteur faisaient naître dans la matière un courant très doux , qui changeait sa glace en chair de velours 
48;6;0;1;0;2;13;1;1;1;12;0;0;6;2;7;0;4;3;0;6;6;6;5;7;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;53;1;2;1;10;3.7037037037037037;2;0.7924528301886793;0.328125;Une fois de plus , le pilote n ’éprouvait , en vol , ni vertige , ni ivresse , mais le travail mystérieux d ’une chair vivante 
49;6;1;2;0;3;8;0;0;0;8;1;0;5;3;7;0;6;2;0;3;7;6;4;0;0;0;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;43;2;1;1;10;3.857142857142857;3;0.813953488372093;0.3431372549019608;Maintenant il s ’était recomposé un monde , il y jouait des coudes pour s ’y installer bien à l’ aise
50;18;4;8;0;5;24;0;0;3;14;0;0;13;6;16;0;10;5;3;7;12;18;17;1;0;1;0;0;0;3;0;0;0;1;0;1;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87;107;2;5;1;12;4.642857142857143;4;0.8130841121495327;0.36554621848739494;Il tapota le tableau de distribution électrique , toucha les contacts un à un , remua un peu, s’adossa mieux , et chercha la position la meilleure pour bien sentir les balancements des cinq tonnes de métal qu ’une nuit mouvante épaulait 
51;21;1;4;0;6;22;0;3;1;9;1;0;11;3;13;0;13;9;3;11;18;12;16;3;0;0;0;0;0;1;0;0;0;3;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;84;104;1;4;1;11;4.386363636363637;3;0.8076923076923077;0.35294117647058826;Puis il tâtonna, poussa en place sa lampe de secours , l’abandonna , la retrouva, s’assura qu ’elle ne glissait pas , la quitta de nouveau pour tapoter chaque manette , les joindre à coup sûr , instruire ses doigts pour un monde aveugle 
52;10;1;5;0;7;21;0;3;0;10;0;0;12;6;17;0;6;5;1;12;17;8;12;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62;97;0;5;1;12;4.048780487804878;3;0.6391752577319587;0.2995169082125604;Puis , quand ses doigts le connurent bien , il se permit d ’allumer une lampe , d’orne r sa carlingue d ’instruments précis , et surveilla sur les cadrans seuls , son entrée dans la nuit , comme une plongée
53;16;3;8;1;6;32;2;3;0;21;0;0;10;10;18;0;14;8;2;13;10;16;16;4;0;2;2;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;106;120;0;3;1;12;3.983050847457627;7;0.8833333333333333;0.3593220338983051;Puis , comme rien ne vacillait , ni ne vibrait , ni ne tremblait , et que demeurai ent fixes son gyroscope , son altimètre et le régime du moteur , il s’étira un peu , appuya sa nuque au cuir du siège , et commença cette profonde méditation du vol , où l ’on savoure une espérance inexplicable 
54;6;0;6;0;3;17;0;0;1;8;0;0;8;7;8;0;4;2;2;5;4;9;11;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;59;1;1;1;10;3.896551724137931;3;0.8305084745762712;0.34265734265734266;Et maintenant , au cœur de la nuit comme un veilleur , il découvre que la nuit montre l’ homme : ces appels , ces lumières , cette inquiétude 
55;2;1;1;0;2;8;0;0;0;4;0;0;5;4;4;0;4;1;0;1;4;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;27;0;2;1;11;4.416666666666667;1;0.7407407407407407;0.29850746268656714;Cette simple étoile dans l ’ombre : l’isolement –  – d’une maison 
56;2;0;1;0;0;7;1;0;0;3;0;0;1;3;5;0;3;0;1;3;6;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;24;0;0;1;7;3.769230769230769;1;0.875;0.3333333333333333;L’une s ’éteint : c’est une maison qui se ferme sur son amour 
57;4;0;2;0;3;9;1;1;0;4;0;0;1;2;5;0;3;0;1;2;7;2;4;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;29;0;0;1;6;4.0;0;0.8275862068965517;0.36363636363636365;C’est une maison qui cesse de faire son signal au reste du monde 
58;14;1;4;0;5;20;1;1;0;8;0;0;11;2;12;0;3;6;3;7;16;7;7;3;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;80;0;0;1;8;3.7567567567567566;4;0.7;0.3163841807909605;Ils ne savent pas c e qu ’ils espèrent ces paysans accoudés à la table devant leur lampe : ils ne savent pas que leur désir porte si loin , dans la grande nuit qui les enferme 
59;17;1;7;0;17;48;3;4;0;17;0;1;16;8;17;0;9;4;4;19;19;12;12;7;0;2;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109;145;0;3;2;10;4.030769230769231;6;0.7517241379310344;0.3323170731707317;Mais Fabien le découvre quand il vient de mille kilomètres et sent des lames de fond profondes soulev er et descendre l ’avion qui respire , quand il a traversé dix orages , comme des pays de guerre , et, entre eux , des clairières de lune , et quand il gagne ces lumières , l’une après l ’autre , avec le sentiment de vaincre 
60;12;3;5;1;7;26;0;1;3;8;1;1;15;10;7;0;7;6;2;10;12;13;10;2;0;1;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;2;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;74;101;2;3;1;11;4.27906976744186;11;0.7326732673267327;0.32456140350877194;Ces hommes croient que leur lampe luit pour l ’humble table , mais à quatre vingts kilomètres d ’eux, on est déjà touché par l’ appel de cette lumière, comme s ’ils la balançaient désespérés , d’une île déserte , devant la mer 
61;11;1;1;0;8;13;0;2;1;11;0;0;4;0;7;0;7;3;0;6;10;7;9;3;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;56;2;0;11;10;3.8275862068965516;0;0.9107142857142857;0.3591549295774648;–  – II Ainsi les trois avions postaux de la Patagonie , du Chili et du Paraguay revenaient du Sud , de l’Ouest et du Nord vers Buenos Aires 
62;5;0;1;0;4;9;0;1;1;4;0;0;3;2;7;0;5;3;0;7;1;6;4;2;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;40;0;0;2;10;4.235294117647059;2;0.725;0.32222222222222224;On y attendait leur chargement pour donner le départ , vers minuit , à l’avion d ’Europe 
