;num_a;num_b;num_c;num_ç;num_d;num_e;num_f;num_g;num_h;num_i;num_j;num_k;num_l;num_m;num_n;num_ñ;num_o;num_p;num_q;num_r;num_s;num_t;num_u;num_v;num_w;num_x;num_y;num_z;num_sch;num_ch;num_sh;num_gn;num_esszett;num_ssh;num_ix;num_ll;num_œ;num_à;num_á;num_â;num_ä;num_è;num_é;num_ê;num_ë;num_ì;num_í;num_î;num_ï;num_ò;num_ó;num_ô;num_ö;num_ù;num_ú;num_û;num_ü;num_consonants;num_vowels;num_triple_vowels;num_triple_consonants;num_capital;max_length_word;mean_length_words;diacritic_count;ratio_vowels_consonants;mean_vowel_per_word;phrase
28;2;0;1;0;1;6;1;0;1;3;0;0;1;1;3;0;0;0;0;5;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;17;0;3;1;24;10.0;0;0.6470588235294118;0.3333333333333333;»Landstreichermanieren!« rief er
29;6;4;5;0;5;23;3;5;8;10;0;2;6;3;7;0;3;1;0;9;10;6;2;3;1;0;0;1;0;4;1;0;1;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;48;87;0;3;8;12;6.285714285714286;4;0.5517241379310345;0.3137254901960784;»Ich verlange Respektvor der gräflichen Behörde! Ich habe Sie deshalb geweckt, um Ihnen mitzuteilen, daß Sie sofort dasgräfliche Gebiet verlassen müssen
30;1;0;0;0;2;4;0;3;0;1;0;2;0;1;1;0;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;9;12;0;0;3;9;5.0;1;0.75;0.3;«»Genug der Komödie«, sagte K
31;2;1;3;0;5;11;2;2;2;5;0;1;4;0;3;0;1;0;0;2;3;1;2;0;0;0;0;1;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;22;33;0;0;1;10;4.818181818181818;1;0.6666666666666666;0.34375;auffallend leise, legte sich nieder und zog die Decke über sich
32;2;1;3;0;2;14;1;4;5;6;1;2;0;5;12;0;3;0;0;5;1;1;5;0;3;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;31;50;0;1;4;20;5.533333333333333;1;0.62;0.3163265306122449;»Siegehen, junger Mann, ein wenig zu weit, und ich werde morgen noch auf Ihr Benehmenzurückkommen
33;2;2;2;0;5;11;0;2;4;5;0;0;0;0;5;0;2;1;0;7;2;4;5;0;2;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;26;40;0;0;5;9;5.0;1;0.65;0.3333333333333333;Der Wirt und die Herren dort sind Zeugen, soweit ich überhaupt Zeugen brauche
34;8;2;2;0;5;14;1;3;3;5;0;1;3;3;8;0;2;0;0;6;13;3;0;1;0;0;0;0;0;2;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;60;0;2;4;13;4.777777777777778;0;0.48333333333333334;0.27884615384615385;Sonst aber lassen Sie es sich gesagt sein, daß ich der Landvermesser bin, den der Graf hat kommenlassen
35;5;0;1;0;1;9;1;3;2;4;0;1;1;6;8;0;2;2;0;2;0;2;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;32;0;0;4;9;5.1;0;0.625;0.32786885245901637;Meine Gehilfen mit den Apparaten kommen morgen im Wagen nach
36;7;4;5;0;6;20;0;5;7;8;0;1;6;6;12;0;4;1;0;8;8;6;2;1;2;0;0;0;2;5;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;88;0;11;4;10;5.5;1;0.4772727272727273;0.2937062937062937;Ich wollte mir denMarsch durch den Schnee nicht entgehen lassen, bin aber leider einigemal vom Weg abgeirrt unddeshalb erst so spät angekommen
37;3;1;5;0;2;11;0;2;7;5;1;0;3;4;5;0;4;1;0;5;5;4;5;1;2;0;0;3;2;5;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;61;0;6;4;9;4.526315789473684;1;0.47540983606557374;0.2761904761904762;Daß es jetzt zu spät war, im Schloß mich zu melden, wußte ichschon aus eigenem, noch vor Ihrer Belehrung
38;8;3;5;0;5;15;1;6;10;10;0;1;4;3;6;0;0;0;0;3;6;8;3;0;0;0;0;1;0;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;39;69;0;3;4;13;5.2;3;0.5652173913043478;0.31451612903225806;Deshalb habe ich mich auch mit diesem Nachtlager hierbegnügt, das zu stören Sie die – gelinde gesagt – Unhöflichkeit hatten
39;1;1;0;0;3;7;0;1;0;3;0;1;1;2;5;0;0;0;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;19;0;1;2;18;8.0;1;0.6842105263157895;0.3611111111111111;Damit sind meine Erklärungenbeendet
40;5;0;2;0;3;15;1;3;3;4;0;1;5;3;10;0;1;0;0;9;4;3;0;1;1;0;0;1;0;1;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;28;54;0;3;3;16;6.3076923076923075;3;0.5185185185185185;0.29473684210526313;»Landvermesser?« hörte er noch hinter seinem Rücken zögernd fragen, dann war allgemeine Stille
41;9;2;3;0;5;11;3;5;3;5;1;2;2;6;9;0;1;1;0;6;4;6;6;0;2;0;0;1;0;2;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;34;64;0;5;6;14;4.454545454545454;2;0.53125;0.2833333333333333;Aber der junge Mann faßte sich bald und sagte zum Wirt in einem Ton, der genug gedämpft war, umals Rücksichtnahme auf K
42;4;0;4;0;3;10;3;4;5;5;0;0;5;2;8;0;1;0;0;3;5;4;6;1;1;0;0;2;2;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;56;0;6;2;16;5.4;1;0.48214285714285715;0.28125;s Schlaf zu gelten, und laut genug, um ihm verständlich zu sein: »Ich werdetelefonisch anfragen
43;5;0;3;0;2;9;2;2;4;8;0;0;2;2;5;0;3;0;0;6;3;4;2;1;4;0;0;1;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;28;45;0;4;4;22;6.0;1;0.6222222222222222;0.3333333333333333;« Wie, auch ein Telefon war in diesem Dorfwirtshaus? Man war vorzüglicheingerichtet
44;1;1;1;0;0;6;0;0;1;2;0;1;1;1;3;0;0;0;0;2;2;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;10;17;0;2;2;11;5.0;1;0.5882352941176471;0.3333333333333333;Im einzelnen überraschte es K
45;3;0;1;0;0;7;1;1;2;3;0;0;1;1;2;0;0;0;0;4;1;4;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;21;0;0;0;8;4.25;0;0.6190476190476191;0.30952380952380953;, im ganzen hatte er es freilich erwartet
46;8;3;3;0;2;20;4;2;6;6;0;1;2;1;7;0;2;1;0;7;9;7;0;1;1;0;0;1;1;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;38;63;0;4;4;15;5.5;2;0.6031746031746031;0.3247863247863248;Es zeigte sich, daßdas Telefon fast über seinem Kopf angebracht war, in seiner Verschlafenheit hatte er es übersehen
47;2;2;0;0;2;14;1;1;0;3;1;2;3;3;15;0;2;0;0;3;1;4;3;0;2;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;42;0;1;4;12;4.714285714285714;0;0.5714285714285714;0.3;Wenn nun der junge Mann telefonieren mußte, dann konnte er beim besten Willen K
48;3;1;4;0;2;4;1;0;5;2;0;1;2;1;5;0;2;0;0;2;5;2;2;0;0;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;37;0;6;2;13;4.6;0;0.35135135135135137;0.23214285714285715;s Schlaf nichtschonen, es handelte sich nur darum, ob K
49;2;1;1;0;0;10;1;0;2;2;0;0;6;0;5;0;3;0;0;2;7;2;2;0;0;0;0;2;1;1;0;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;35;0;3;0;12;6.375;0;0.5428571428571428;0.3220338983050847;ihn telefonieren lassen sollte, er beschloß, es zuzulassen
50;7;2;5;0;6;18;2;1;6;7;0;4;5;0;13;0;0;1;0;6;5;3;4;0;0;0;0;2;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;38;66;0;3;4;13;5.315789473684211;2;0.5757575757575758;0.31666666666666665;Dann hatte es aber freilich auch keinen Sinn, den Schlafenden zu spielen, und er kehrte deshalb in dieRückenlage zurück
51;6;2;5;0;4;17;1;2;5;6;0;2;1;3;11;0;0;1;0;8;11;2;5;1;1;0;0;1;1;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;35;67;1;6;5;19;6.466666666666667;1;0.5223880597014925;0.3125;Er sah die Bauern scheu zusammenrücken und sich besprechen, die Ankunft einesLandvermessers war nichts Geringes
52;4;1;5;0;9;18;5;3;9;12;0;1;3;2;8;0;1;1;0;12;5;15;4;0;2;0;0;2;0;5;0;0;1;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4;46;90;0;3;7;11;5.115384615384615;7;0.5111111111111111;0.2893081761006289;Die Tür der Küche hatte sich geöffnet, türfüllend stand dort diemächtige Gestalt der Wirtin, auf den Fußspitzen näherte sich ihr der Wirt, um ihr zu berichten
53;2;1;1;0;2;4;1;2;1;0;0;0;1;0;6;0;1;1;0;1;2;1;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;21;0;2;2;15;7.5;1;0.47619047619047616;0.29411764705882354;Undnun begann das Telefongespräch
54;9;1;1;0;3;15;2;0;2;5;0;3;7;0;8;0;0;0;0;10;4;6;2;0;1;0;0;1;1;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;54;0;2;6;19;6.461538461538462;0;0.5740740740740741;0.31958762886597936;Der Kastellan schlief, aber ein Unterkastellan, einer derUnterkastellane, ein Herr Fritz, war da
55;3;0;2;0;2;10;0;1;3;2;1;1;4;1;3;0;1;0;0;7;4;3;1;1;2;0;0;2;1;2;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;41;1;5;4;11;5.2727272727272725;1;0.43902439024390244;0.2608695652173913;Der junge Mann, der sich als Schwarzer vorstellte, erzählte, wieer K
56;6;0;7;0;4;22;4;4;5;15;0;7;3;5;20;0;4;2;0;8;8;7;5;0;2;0;0;2;1;3;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;94;0;9;7;13;6.636363636363637;0;0.5531914893617021;0.30952380952380953;gefunden, einen Mann in den Dreißigern, recht zerlumpt, auf einem Strohsack ruhig schlafend,mit einem winzigen Rucksack als Kopfkissen, einen Knotenstock in Reichweite
57;8;1;7;0;7;25;5;6;10;11;0;0;4;1;13;0;1;2;0;11;12;8;5;2;4;0;0;2;1;7;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;53;104;0;9;7;19;5.666666666666667;3;0.5096153846153846;0.29444444444444445;Nun sei er ihm natürlichverdächtig gewesen, und da der Wirt offenbar seine Pflicht vernachlässigt hatte, sei es seine,Schwarzers, Pflicht gewesen, der Sache auf den Grund zu gehen
58;7;1;3;0;7;13;3;5;5;3;0;2;1;1;4;0;1;1;0;8;5;3;3;2;3;0;0;0;1;2;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;29;58;0;8;7;16;6.615384615384615;2;0.5;0.29292929292929293;Das Gewecktwerden, das Verhör, diepflichtgemäße Androhung der Verweisung aus der Grafschaft habe K
59;5;3;5;0;3;26;2;6;9;11;0;0;7;5;11;0;2;1;0;9;8;7;4;3;1;0;0;2;1;5;0;1;1;1;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;93;0;8;4;16;6.476190476190476;1;0.5268817204301075;0.31210191082802546;sehr ungnädig aufgenommen,wie es sich schließlich gezeigt habe, vielleicht mit Recht, denn er behaupte, ein vom Herrn Grafenbestellter Landvermesser zu sein
60;12;4;7;0;11;32;5;3;10;18;0;3;10;3;18;0;4;3;0;21;9;14;9;1;5;0;0;8;1;7;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;77;146;0;12;10;23;6.575757575757576;2;0.5273972602739726;0.308;Natürlich sei es zumindest formale Pflicht, die Behauptungnachzuprüfen, und Schwarzer bitte deshalb Herrn Fritz, sich in der Zentralkanzlei zu erkundigen, obein Landvermesser dieser Art wirklich erwartet werde, und die Antwort gleich zu telefonieren
61;6;1;1;0;5;8;2;1;2;6;0;1;2;1;7;0;1;0;0;7;3;7;3;0;3;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;25;46;0;1;3;10;4.733333333333333;1;0.5434782608695652;0.29069767441860467;Dann war es still, Fritz erkundigte sich drüben, und hier wartete man auf die Antwort
62;3;3;5;0;1;9;0;3;9;12;0;0;2;2;6;0;1;0;0;5;5;3;2;1;1;0;0;0;1;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;53;0;3;0;10;5.066666666666666;0;0.5094339622641509;0.2967032967032967;blieb wiebisher, drehte sich nicht einmal um, schien gar nicht neugierig, sah vor sich hin
63;5;5;7;0;6;25;1;7;11;17;0;1;10;5;13;0;7;1;0;13;13;8;6;5;4;0;0;3;5;7;1;0;2;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;63;130;0;16;11;19;6.62962962962963;3;0.4846153846153846;0.3058252427184466;Die ErzählungSchwarzers in ihrer Mischung von Bosheit und Vorsicht gab ihm eine Vorstellung von dergewissermaßen diplomatischen Bildung, über die im Schloß selbst kleine Leute wie Schwarzer leichtverfügten
64;6;0;3;0;4;12;2;0;5;7;0;1;5;0;9;0;1;0;0;2;3;7;2;0;0;0;0;2;0;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;48;0;6;4;14;5.285714285714286;0;0.5833333333333334;0.3181818181818182;Und auch an Fleiß ließen sie es dort nicht fehlen| die Zentralkanzlei hatte Nachtdienst
65;3;2;2;0;2;6;3;2;3;2;0;1;4;0;8;0;3;0;0;4;3;4;1;0;1;0;0;1;2;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;45;0;5;3;9;6.222222222222222;0;0.3333333333333333;0.23076923076923078;Undgab offenbar sehr schnell Antwort, denn schon klingelte Fritz
