;num_a;num_b;num_c;num_ç;num_d;num_e;num_f;num_g;num_h;num_i;num_j;num_k;num_l;num_m;num_n;num_ñ;num_o;num_p;num_q;num_r;num_s;num_t;num_u;num_v;num_w;num_x;num_y;num_z;num_sch;num_ch;num_sh;num_gn;num_esszett;num_ssh;num_ix;num_ll;num_œ;num_à;num_á;num_â;num_ä;num_è;num_é;num_ê;num_ë;num_ì;num_í;num_î;num_ï;num_ò;num_ó;num_ô;num_ö;num_ù;num_ú;num_û;num_ü;num_consonants;num_vowels;num_triple_vowels;num_triple_consonants;num_capital;max_length_word;mean_length_words;diacritic_count;ratio_vowels_consonants;mean_vowel_per_word;phrase
10;11;2;6;0;6;24;1;2;3;14;0;2;6;8;14;0;7;6;1;13;13;9;12;3;0;1;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;72;100;2;5;5;21;6.0;4;0.72;0.35121951219512193;Chapitre Le  mai , un dimanche, mon oncle, le professeurLidenbrock, revint précipitamment vers sa petite maisonsituée au numéro  de Königstrasse, l’une des plusanciennes rues du vieux quartier de Hambourg
11;8;1;5;1;4;16;2;0;2;5;0;0;4;3;9;0;5;1;0;11;3;6;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;42;53;1;1;2;15;4.523809523809524;3;0.7924528301886793;0.3620689655172414;La bonne Marthe dut se croire fort en retard, car le dînercommençait à peine à chanter sur le fourneau de lacuisine
12;4;1;2;0;5;13;1;0;1;7;1;0;4;6;4;0;5;3;1;3;12;4;3;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;51;0;1;1;13;4.238095238095238;1;0.6470588235294118;0.3;« Bon, me disje, s’il a faim, mon oncle, qui est le plusimpatient des hommes, va pousser des cris de détresse
13;9;3;2;0;2;11;1;1;1;4;0;1;8;2;7;0;3;2;0;6;3;6;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;47;0;3;2;17;5.333333333333333;4;0.6808510638297872;0.3368421052631579;Lidenbrock ! s’écria la bonne Marthestupéfaite, en entrebâillant la porte de la salle à manger
14;5;0;2;0;4;11;0;0;2;6;0;0;3;2;4;0;3;2;0;6;4;6;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;31;36;1;1;2;9;3.6;2;0.8611111111111112;0.33695652173913043;– Oui, Marthe | mais le dîner a le droit de ne point êtrecuit, car il n’est pas deux heures
15;2;0;1;0;2;8;0;0;1;5;0;0;2;2;5;0;1;1;0;1;2;2;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;21;0;1;3;11;4.75;2;0.8571428571428571;0.391304347826087;La demie vient à peine desonner à SaintMichel
16;3;3;1;0;2;7;0;0;0;5;0;1;6;2;4;0;2;0;0;5;2;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;30;0;3;2;17;6.25;0;0.6;0.3103448275862069;Lidenbrock rentretil ?– Il nous le dira vraisemblablement
17;3;0;0;0;1;11;1;0;0;4;1;0;4;2;4;0;4;0;0;4;4;1;4;3;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;27;1;1;2;13;4.461538461538462;1;1.0;0.38028169014084506;– Le voilà ! je me sauve, monsieur Axel, vous lui ferezentendre raison
18;7;2;1;0;0;6;0;2;1;3;0;0;3;1;5;0;4;0;0;5;1;3;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;25;0;1;2;14;5.75;0;0.84;0.3888888888888889;» Et la bonne Marthe regagna sonlaboratoire culinaire
19;9;1;6;0;4;18;2;0;0;8;0;0;2;4;7;0;3;5;1;9;11;6;6;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;59;0;1;1;13;5.3;2;0.7796610169491526;0.36507936507936506;Mais de faire entendre raison au plusirascible des professeurs, c’est ce que mon caractère unpeu indécis ne me permettait pas
20;28;3;6;0;12;30;1;5;2;14;1;0;10;8;12;0;5;8;2;21;19;15;9;2;0;0;0;0;0;1;0;1;0;2;0;1;0;2;0;0;0;0;2;0;0;0;0;1;0;0;0;1;0;0;0;0;0;92;132;0;5;1;17;5.0;6;0.696969696969697;0.34074074074074073;Aussi je me préparais àregagner prudemment ma petite chambre du haut, quandla porte de la rue cria sur ses gonds | de grands piedsfirent craquer l’escalier de bois, et le maître de la maison,traversant la salle à manger, se précipita aussitôt dans soncabinet de travail
21;33;6;14;1;10;51;2;3;2;21;4;0;12;8;24;0;13;11;1;14;31;20;13;5;0;1;0;0;0;1;0;0;0;5;0;0;0;4;0;0;0;0;4;1;0;0;0;1;0;0;0;0;0;0;0;0;0;141;175;2;1;5;15;4.619718309859155;10;0.8057142857142857;0.3533834586466165;Mais, pendant ce rapide passage, il avait jeté dans uncoin sa canne à tête de cassenoisettes, sur la table sonlarge chapeau à poils rebroussés, et à son neveu cesparoles retentissantes :« Axel, suismoi ! »Je n’avais pas eu le temps de bouger que le professeurme criait déjà avec un vif accent d’impatience :« Eh bien ! tu n’es pas encore ici ? »Je m’élançai dans le cabinet de mon redoutable maître
22;11;4;4;0;4;12;0;2;3;11;1;1;7;8;14;0;11;3;0;8;8;8;4;2;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;79;1;3;2;23;5.913043478260869;3;0.6582278481012658;0.3270440251572327;Otto Lidenbrock n’était pas un méchant homme, j’enconviens volontiers | mais, à moins de changementsimprobables, il mourra dans la peau d’un terrible original
23;9;0;2;0;3;17;3;2;1;10;1;0;7;4;9;0;7;2;1;7;6;9;10;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;59;1;0;2;13;5.571428571428571;5;0.9830508474576272;0.42028985507246375;Il était professeur au Johannaeum, et faisait un cours deminéralogie pendant lequel il se mettait régulièrement encolère une fois ou deux
24;10;1;7;1;9;15;0;2;0;18;0;0;9;0;14;0;9;5;4;7;16;12;13;3;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75;91;4;2;1;19;5.8;10;0.8241758241758241;0.36764705882352944;Non point qu’il se préoccupâtd’avoir des élèves assidus à ses leçons, ni du degréd’attention qu’ils lui accordaient, ni du succès qu’ilspouvaient obtenir par la suite | ces détails ne l’inquiétaientguère
25;6;1;1;0;2;14;1;0;2;8;1;0;7;2;7;0;7;6;0;5;9;6;7;2;0;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;56;0;1;1;14;5.823529411764706;0;0.75;0.3620689655172414;Il professait « subjectivement », suivant uneexpression de la philosophie allemande, pour lui et nonpour les autres
26;9;0;4;1;3;12;0;2;1;8;0;0;4;1;12;0;7;2;3;4;5;10;10;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;49;56;0;0;1;12;4.695652173913044;3;0.875;0.37404580152671757;C’était un savant égoïste, un puits descience dont la poulie grinçait quand on en voulait tirerquelque chose : en un mot, un avare
27;3;0;1;0;1;11;1;2;0;1;0;0;4;1;3;0;1;1;2;3;4;0;3;0;0;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;27;0;0;2;11;4.3;0;0.7037037037037037;0.3584905660377358;Il y a quelques professeurs de ce genre en Allemagne
28;13;2;6;0;5;18;2;1;2;14;1;0;8;6;17;0;9;4;1;8;8;14;11;0;0;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;69;89;1;2;1;17;6.3076923076923075;4;0.7752808988764045;0.3631578947368421;Mon oncle, malheureusement, ne jouissait pas d’uneextrême facilité de prononciation, sinon dans l’intimité, aumoins quand il parlait en public, et c’est un défautregrettable chez un orateur
29;14;0;6;0;4;27;7;2;1;16;2;0;9;5;21;0;15;4;3;18;26;24;16;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;93;138;1;5;2;20;5.7317073170731705;5;0.6739130434782609;0.33695652173913043;En effet, dans sesdémonstrations au Johannaeum, souvent le professeurs’arrêtait court | il luttait contre un mot récalcitrant qui nevoulait pas glisser entre ses lèvres, un de ces mots quirésistent, se gonflent et finissent par sortir sous la formepeu scientifique d’un juron
30;7;1;6;0;6;20;2;2;1;15;0;0;8;4;12;0;9;4;2;9;12;5;4;1;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61;78;1;1;1;17;6.173913043478261;6;0.782051282051282;0.3696969696969697;Or, il y a en minéralogie bien des dénominations semigrecques, semilatines, difficiles à prononcer, de ces rudesappellations qui écorcheraient les lèvres d’un poète
31;2;0;3;0;3;9;0;0;0;2;1;0;1;1;2;0;0;1;0;1;2;2;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;19;0;0;1;7;3.7777777777777777;0;0.7894736842105263;0.3488372093023256;Je neveux pas dire du mal de cette science
32;17;3;4;0;14;32;2;5;4;15;0;0;12;6;14;0;11;5;2;13;30;17;7;1;0;0;1;1;0;1;0;0;0;0;0;1;0;1;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90;136;0;10;1;31;6.6;8;0.6617647058823529;0.3383458646616541;Maislorsqu’on se trouve en présence des cristallisationsrhomboédriques, des résines rétinasphaltes, desghélénites, des fangasites, des molybdates de plomb, destungstates de manganèse et des titaniates de zircone, ilest permis à la langue la plus adroite de fourcher
33;19;3;5;0;9;25;2;3;0;13;0;0;10;6;20;0;12;4;1;7;12;18;7;1;0;2;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;79;107;1;2;2;20;5.078947368421052;3;0.7383177570093458;0.341991341991342;Donc, dans la ville, on connaissait cette pardonnableinfirmité de mon oncle, et on en abusait, et on l’attendaitaux passages dangereux, et il se mettait en fureur, et l’onriait, ce qui n’est pas de bon goût, même pour desAllemands
34;16;4;6;0;10;27;3;1;0;18;2;1;11;3;14;0;14;3;3;16;18;15;19;5;0;2;1;0;0;0;0;0;0;2;0;1;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;99;121;3;3;3;20;5.769230769230769;5;0.8181818181818182;0.375;Et s’il y avait toujours grande affluenced’auditeurs aux cours de Lidenbrock, combien les suivaientassidûment qui venaient surtout pour se dérider aux bellescolères du professeur !Quoi qu’il en soit, mon oncle, je ne saurais trop le dire,était un véritable savant
35;7;2;2;0;2;10;1;5;1;11;1;0;9;2;7;0;7;2;2;5;11;6;7;0;0;0;1;0;0;1;0;1;0;2;0;1;1;1;0;1;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;65;0;0;1;15;6.166666666666667;6;0.7384615384615385;0.37209302325581395;Bien qu’il cassât parfois seséchantillons à les essayer trop brusquement, il joignait augénie du géologue l’œil du minéralogiste
36;13;0;6;0;3;11;2;1;2;9;0;0;4;5;9;0;8;1;1;5;6;9;6;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;57;2;1;1;12;6.222222222222222;3;0.8771929824561403;0.38461538461538464;Avec sonmarteau, sa pointe d’acier, son aiguille aimantée, sonchalumeau et son flacon d’acide nitrique, c’était un hommetrès fort
37;14;1;9;0;4;16;1;1;2;11;1;0;13;3;7;0;6;4;3;7;16;8;13;0;0;1;0;0;0;0;0;0;0;2;1;0;0;5;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;71;84;0;2;1;13;5.09375;11;0.8452380952380952;0.3641025641025641;À la cassure, à l’aspect, à la dureté, à la fusibilité,au son, à l’odeur, au goût d’un minéral quelconque, il leclassait sans hésiter parmi les six cents espèces que lascience compte aujourd’hui
38;9;1;3;0;3;12;0;1;1;7;0;1;5;2;10;0;6;0;0;3;13;6;2;1;0;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;54;0;3;2;12;6.214285714285714;0;0.6666666666666666;0.3564356435643564;Aussi le nom de Lidenbrock retentissait avec honneurdans les gymnases et les associations nationales
39;10;3;1;0;5;13;1;2;4;7;0;1;5;4;8;0;2;4;1;7;7;5;6;2;0;0;2;0;0;0;0;0;0;1;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;63;0;6;6;11;5.578947368421052;3;0.6507936507936508;0.328;Humphry Davy, de Humboldt, les capitaines Franklin etSabine, ne manquèrent pas de lui rendre visite à leurpassage à Hambourg
40;9;3;4;0;6;23;0;0;1;10;0;0;12;5;7;0;2;3;2;7;12;7;6;1;2;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;74;1;2;9;20;8.0625;1;0.6891891891891891;0.35172413793103446;Becquerel, Ebelmen, Brewster,Dumas, MilneEdwards, SainteClaireDeville, aimaient àle consulter sur des questions les plus palpitantes de lachimie
41;17;2;10;0;8;27;4;3;2;16;0;1;11;0;13;0;8;8;1;12;14;15;6;4;0;0;0;2;0;1;0;0;0;2;0;2;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77;115;0;3;6;18;6.0625;3;0.6695652173913044;0.3407079646017699;Cette science lui devait d’assez bellesdécouvertes, et, en , il avait paru à Leipzig un Traitéde Cristallographie transcendante, par le professeur OttoLidenbrock, grand infolio avec planches, qui cependant nefit pas ses frais
42;5;0;3;0;2;9;0;1;0;3;1;0;3;4;4;0;5;0;2;3;2;4;6;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;31;0;1;2;13;5.25;4;1.032258064516129;0.4266666666666667;Ajoutez à cela que mon oncle était conservateur dumusée minéralogique de M
43;3;1;3;0;3;13;0;0;0;3;0;0;2;3;5;0;4;2;0;6;6;2;6;1;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;37;1;1;2;11;8.625;3;0.8648648648648649;0.4155844155844156;Struve, ambassadeur deRussie, précieuse collection d’une renommée européenne
44;5;0;3;0;2;8;0;1;0;6;0;0;4;2;6;0;3;3;1;2;1;5;1;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;33;0;1;1;16;7.25;1;0.7272727272727273;0.36363636363636365;Voilà donc le personnage qui m’interpellait avec tantd’impatience
45;8;2;1;0;7;14;1;2;1;8;1;0;3;3;15;0;4;1;2;5;6;6;8;2;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;47;61;0;0;1;15;5.6;5;0.7704918032786885;0.3560606060606061;Représentezvous un homme grand, maigre,d’une santé de fer, et d’un blond juvénile qui lui ôtait dixbonnes années de sa cinquantaine
46;15;2;4;0;5;27;3;2;1;15;0;0;14;8;13;0;5;1;2;10;16;15;6;0;0;1;1;1;0;1;0;0;0;2;0;1;0;1;0;0;0;1;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;77;103;2;2;1;13;5.6875;9;0.7475728155339806;0.3598130841121495;Ses gros yeuxroulaient sans cesse derrière des lunettes considérables |son nez, long et mince, ressemblait à une lame affilée | lesméchants prétendaient même qu’il était aimanté et qu’ilattirait la limaille de fer
47;9;2;3;0;2;9;0;1;0;7;0;0;3;3;9;0;4;3;1;5;1;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;39;0;0;1;10;5.0;0;0.8205128205128205;0.35555555555555557;Pure calomnie : il n’attirait que letabac, mais en grande abondance, pour ne point mentir
48;20;1;4;0;9;28;3;3;2;16;4;0;4;13;20;0;11;6;4;9;18;15;11;0;0;1;0;1;0;1;0;2;0;1;0;0;0;0;0;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;93;121;1;4;1;13;5.864864864864865;7;0.768595041322314;0.3661417322834646;Quand j’aurai ajouté que mon oncle faisait desenjambées mathématiques d’une demitoise, et si je disqu’en marchant il tenait ses poings solidement fermés,signe d’un tempérament impétueux, on le connaîtra assezpour ne pas se montrer friand de sa compagnie
49;15;4;6;0;10;31;0;3;3;24;0;1;8;7;19;0;9;4;4;10;15;14;18;0;0;2;0;0;0;0;0;1;0;1;0;1;0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;103;113;2;2;3;13;5.615384615384615;6;0.911504424778761;0.39768339768339767;Il demeurait dans sa petite maison de Königstrasse, unehabitation moitié bois, moitié brique, à pignon dentelé | elledonnait sur l’un de ces canaux sinueux qui se croisent aumilieu du plus ancien quartier de Hambourg que l’incendiede  a heureusement respecté
50;27;4;6;1;11;48;3;5;1;27;0;0;23;10;25;0;13;8;2;18;31;26;18;7;0;2;0;0;0;1;0;1;0;3;0;4;0;3;0;1;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;142;192;2;7;2;22;5.2;9;0.7395833333333334;0.3523573200992556;La vieille maison penchait un peu, il est vrai, et tendait leventre aux passants | elle portait son toit incliné sur l’oreille,comme la casquette d’un étudiant de la Tugendbund |l’aplomb de ses lignes laissait à désirer | mais, en somme,elle se tenait bien, grâce à un vieil orme vigoureusementencastré dans la façade, qui poussait au printemps sesbourgeons en fleurs à travers les vitraux des fenêtres
51;5;0;2;0;2;7;1;0;1;3;0;0;4;2;5;0;4;3;0;5;5;2;3;0;0;0;0;0;0;1;0;0;0;2;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;23;36;0;1;1;18;5.6;1;0.6388888888888888;0.3484848484848485;Mon oncle ne laissait pas d’être riche pour un professeurallemand
52;6;0;2;0;0;6;0;0;0;4;0;0;2;1;8;0;5;4;0;3;1;9;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;30;0;0;1;19;6.333333333333333;2;0.8666666666666667;0.3939393939393939;La maison lui appartenait en toute propriété,contenant et contenu
53;8;2;2;0;3;13;1;1;1;6;1;0;6;2;8;0;3;1;0;3;4;6;3;1;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;35;45;0;1;4;16;5.857142857142857;2;0.7777777777777778;0.3645833333333333;Le contenu, c’était sa filleuleGraüben, jeune Virlandaise de dixsept ans, la bonneMarthe et moi
54;6;1;1;0;6;15;0;0;1;5;1;0;3;1;7;0;3;4;1;5;6;3;4;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;43;0;1;1;15;6.230769230769231;3;0.8372093023255814;0.3829787234042553;En ma double qualité de neveu etd’orphelin, je devins son aidepréparateur dans sesexpériences
55;15;0;6;0;5;21;0;5;0;14;5;0;5;6;10;0;7;4;2;4;13;4;8;4;0;3;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69;79;2;1;1;19;5.8076923076923075;4;0.8734177215189873;0.3898305084745763;J’avouerai que je mordis avec appétit aux sciencesgéologiques | j’avais du sang de minéralogiste dans lesveines, et je ne m’ennuyais jamais en compagnie de mesprécieux cailloux
56;14;1;5;1;4;24;1;2;1;13;0;1;4;8;17;0;9;7;0;10;12;13;9;3;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;72;93;0;3;2;16;5.733333333333333;3;0.7741935483870968;0.3564356435643564;En somme, on pouvait vivre heureux dans cettemaisonnette de Königstrasse, malgré les impatiences deson propriétaire, car, tout en s’y prenant d’une façon un peubrutale, celuici ne m’en aimait pas moins
57;7;0;1;0;1;9;0;0;1;4;0;0;3;3;3;0;1;3;1;3;6;8;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;35;0;1;1;10;5.166666666666667;3;0.7714285714285715;0.36486486486486486;Mais cethommelà ne savait pas attendre, et il était plus pressé quenature
58;16;1;4;0;10;22;3;1;2;14;0;0;16;2;11;0;6;4;2;10;14;8;7;3;0;0;0;0;0;1;0;0;0;1;0;2;0;0;0;1;0;1;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;72;95;2;0;1;13;5.03030303030303;7;0.7578947368421053;0.36180904522613067;Quand, en avril, il avait planté dans les pots de faïencede son salon des pieds de réséda ou de volubilis, chaquematin il allait régulièrement les tirer par les feuilles afin dehâter leur croissance
59;5;1;1;0;0;2;0;1;0;6;0;0;3;0;3;0;2;1;1;3;0;1;2;2;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;18;0;0;1;9;4.444444444444445;2;1.0555555555555556;0.3877551020408163;Avec un pareil original, il n’y avait qu’à obéir
60;3;1;3;0;2;3;0;0;0;4;1;0;0;1;4;0;2;2;0;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;19;0;0;1;12;5.333333333333333;1;0.6842105263157895;0.34210526315789475;Je meprécipitai donc dans son cabinet
61;4;2;3;0;0;5;0;0;1;4;0;0;1;1;2;0;0;1;0;2;1;5;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;21;0;0;2;9;5.428571428571429;3;0.8571428571428571;0.4;Chapitre Ce cabinet était un véritable musée
